miRNA,P3,P30,P31,P32,P35,P36,P37,P38,P39,P4,P40,P5,P7,P8,P9,PN1,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6
Hsa-Mir-221-P2_5p* chrX segs:1-31 cds:-:45747068-45747098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-223_3p,899.0,618.0,2023.0,1862.0,4585.0,275.0,452.0,696.0,132.0,1007.0,602.0,1384.0,1977.0,515.0,113.0,3180.0,2672.0,665.0,787.0,1534.0,3154.0,539.0,348.0,603.0,639.0,538.0,476.0,921.0,122.0,624.0,557.0,318.0,189.0,2221.0,1445.0,637.0,465.0
Hsa-Mir-223_3p chrX segs:1-31 cds:+:66018935-66018965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-223_5p*,9.0,3.0,25.0,27.0,47.0,5.0,10.0,8.0,6.0,6.0,11.0,12.0,15.0,10.0,4.0,34.0,24.0,13.0,15.0,24.0,25.0,12.0,11.0,3.0,13.0,16.0,5.0,11.0,4.0,11.0,12.0,12.0,9.0,30.0,8.0,9.0,0.0
Hsa-Mir-223_5p* chrX segs:1-31 cds:+:66018893-66018923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-224_3p*,23.0,25.0,17.0,16.0,12.0,26.0,10.0,18.0,16.0,9.0,21.0,10.0,39.0,28.0,26.0,26.0,36.0,21.0,9.0,28.0,29.0,7.0,9.0,10.0,6.0,6.0,9.0,19.0,6.0,11.0,5.0,12.0,14.0,16.0,44.0,11.0,19.0
Hsa-Mir-224_3p* chrX segs:1-31 cds:-:151958577-151958607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-224_5p,896.0,1856.0,536.0,502.0,431.0,1781.0,294.0,1485.0,876.0,292.0,699.0,393.0,991.0,2101.0,2063.0,403.0,440.0,169.0,165.0,419.0,527.0,252.0,91.0,117.0,99.0,83.0,151.0,185.0,71.0,185.0,134.0,213.0,123.0,275.0,320.0,157.0,228.0
Hsa-Mir-224_5p chrX segs:1-32 cds:-:151958622-151958653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2276_3p,0.0,12.0,0.0,0.0,11.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Hsa-Mir-2276_3p chr13 segs:1-30 cds:+:24162467-24162496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2276_5p*,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2276_5p* chr13 segs:1-30 cds:+:24162429-24162458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2277_3p*,0.0,3.0,5.0,12.0,14.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,17.0,5.0,0.0,13.0,22.0,0.0,0.0,19.0,20.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,18.0,3.0,8.0,11.0,0.0,0.0
Hsa-Mir-2277_3p* chr5 segs:1-31 cds:-:93620703-93620733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p,14.0,14.0,17.0,22.0,19.0,20.0,17.0,25.0,6.0,8.0,14.0,16.0,24.0,11.0,20.0,27.0,37.0,12.0,7.0,29.0,45.0,0.0,8.0,8.0,12.0,0.0,15.0,11.0,3.0,15.0,14.0,16.0,0.0,22.0,13.0,12.0,8.0
Hsa-Mir-2277_5p chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p.SNPA chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p.SNPB chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p.SNPC chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-23-P1_3p chr19 segs:1-30 cds:-:13836588-13836617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-23-P1_3p/P2_3p,18844.0,23018.0,8948.0,14682.0,13733.0,10043.0,13417.0,7945.0,4496.0,7706.0,4727.0,6003.0,18182.0,9945.0,5498.0,23198.0,12430.0,8107.0,9241.0,25987.0,15279.0,8316.0,15545.0,20578.0,17668.0,6562.0,11782.0,19118.0,3987.0,11278.0,6516.0,6020.0,7776.0,10242.0,25181.0,9891.0,15648.0
Hsa-Mir-23-P1_5p*,15.0,25.0,12.0,27.0,28.0,52.0,48.0,57.0,25.0,28.0,7.0,58.0,136.0,18.0,83.0,23.0,85.0,15.0,17.0,19.0,313.0,0.0,15.0,21.0,28.0,27.0,45.0,21.0,15.0,202.0,31.0,106.0,12.0,64.0,22.0,17.0,32.0
Hsa-Mir-23-P1_5p* chr19 segs:1-30 cds:-:13836624-13836653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-23-P2_3p chr9 segs:1-31 cds:+:95085263-95085293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-23-P2_5p*,8.0,7.0,4.0,2.0,5.0,5.0,7.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,10.0,6.0,0.0,3.0,0.0,0.0,9.0,4.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,2.0
Hsa-Mir-23-P2_5p* chr9 segs:1-30 cds:+:95085225-95085254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2355_3p,7.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2355_3p chr2 segs:1-30 cds:-:207109991-207110020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2355_5p,42.0,20.0,16.0,19.0,40.0,17.0,52.0,10.0,7.0,17.0,6.0,13.0,28.0,14.0,19.0,27.0,43.0,11.0,8.0,29.0,29.0,17.0,18.0,24.0,30.0,3.0,43.0,13.0,4.0,19.0,10.0,15.0,0.0,27.0,27.0,16.0,9.0
Hsa-Mir-2355_5p chr2 segs:1-30 cds:-:207110036-207110065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-24-P1_3p chr19 segs:1-30 cds:-:13836283-13836312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-24-P1_3p/P2_3p,3409.0,3105.0,2998.0,3151.0,2265.0,13040.0,7218.0,1661.0,3790.0,1731.0,1256.0,975.0,2882.0,7383.0,1346.0,2410.0,1905.0,1070.0,1390.0,4350.0,3030.0,1185.0,1233.0,2531.0,2183.0,866.0,2286.0,1681.0,1593.0,1666.0,2343.0,1385.0,1891.0,2445.0,2782.0,1147.0,2077.0
Hsa-Mir-24-P1_5p*,123.0,133.0,100.0,184.0,188.0,318.0,192.0,123.0,125.0,161.0,54.0,60.0,293.0,171.0,148.0,162.0,222.0,46.0,60.0,142.0,263.0,31.0,39.0,153.0,97.0,45.0,182.0,83.0,21.0,104.0,68.0,98.0,39.0,103.0,144.0,62.0,115.0
Hsa-Mir-24-P1_5p* chr19 segs:1-32 cds:-:13836319-13836350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-24-P2_3p chr9 segs:1-30 cds:+:95086062-95086091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-24-P2_5p*,23.0,25.0,11.0,17.0,10.0,20.0,19.0,21.0,21.0,13.0,5.0,7.0,54.0,7.0,10.0,52.0,46.0,20.0,16.0,54.0,34.0,8.0,20.0,45.0,26.0,9.0,59.0,19.0,14.0,17.0,12.0,12.0,9.0,23.0,35.0,10.0,33.0
Hsa-Mir-24-P2_5p* chr9 segs:1-31 cds:+:95086024-95086054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2467_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2467_3p* chr2 segs:1-30 cds:-:239351726-239351755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2467_5p,23.0,37.0,16.0,26.0,128.0,29.0,24.0,38.0,81.0,79.0,25.0,39.0,32.0,31.0,17.0,25.0,23.0,16.0,25.0,27.0,37.0,16.0,31.0,22.0,17.0,28.0,21.0,9.0,4.0,25.0,9.0,31.0,10.0,20.0,14.0,22.0,9.0
Hsa-Mir-2467_5p chr2 segs:1-32 cds:-:239351764-239351795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_3p*,68.0,57.0,39.0,74.0,72.0,57.0,82.0,75.0,26.0,97.0,22.0,77.0,326.0,21.0,197.0,283.0,516.0,79.0,66.0,157.0,211.0,41.0,64.0,95.0,73.0,24.0,159.0,114.0,30.0,160.0,55.0,152.0,35.0,119.0,186.0,97.0,123.0
Hsa-Mir-26-P1_3p* chr2 segs:1-30 cds:+:218402690-218402719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p chr2 segs:1-30 cds:+:218402655-218402684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p/P2_5p,256410.0,367067.0,145235.0,206081.0,293460.0,94352.0,233000.0,174886.0,57130.0,121437.0,97175.0,137313.0,424048.0,76062.0,123724.0,386140.0,334434.0,158824.0,179934.0,393226.0,273575.0,140605.0,221569.0,205423.0,261085.0,112874.0,254525.0,495289.0,114666.0,363442.0,208818.0,198656.0,255038.0,232056.0,476353.0,198550.0,310999.0
Hsa-Mir-26-P2_3p*,44.0,48.0,10.0,43.0,72.0,16.0,27.0,54.0,20.0,50.0,17.0,54.0,149.0,7.0,31.0,120.0,170.0,38.0,35.0,81.0,109.0,20.0,45.0,47.0,43.0,19.0,55.0,129.0,26.0,82.0,29.0,21.0,9.0,87.0,90.0,47.0,53.0
Hsa-Mir-26-P2_3p* chr12 segs:1-30 cds:-:57824614-57824643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P2_5p chr12 segs:1-30 cds:-:57824652-57824681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P3_3p*,3.0,11.0,3.0,11.0,41.0,0.0,4.0,5.0,2.0,7.0,2.0,5.0,3.0,5.0,5.0,13.0,31.0,3.0,0.0,7.0,9.0,0.0,7.0,2.0,7.0,0.0,2.0,7.0,2.0,8.0,4.0,14.0,5.0,7.0,15.0,14.0,6.0
Hsa-Mir-26-P3_3p* chr3 segs:1-30 cds:+:37969450-37969479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P3_5p,60600.0,20392.0,8091.0,16220.0,14848.0,8146.0,17491.0,14569.0,5578.0,9254.0,4931.0,34479.0,42473.0,6582.0,10970.0,42204.0,41104.0,34077.0,34273.0,37598.0,29419.0,22281.0,40209.0,22381.0,56459.0,15100.0,28465.0,47892.0,8096.0,21932.0,8987.0,12117.0,10988.0,15703.0,51827.0,29414.0,31429.0
Hsa-Mir-26-P3_5p chr3 segs:1-30 cds:+:37969411-37969440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p chr19 segs:1-29 cds:-:13836441-13836469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p/P2_3p,159534.0,221223.0,95102.0,198727.0,127783.0,176476.0,322590.0,191294.0,134561.0,84052.0,67857.0,98032.0,293998.0,135315.0,92882.0,237505.0,222773.0,76819.0,115860.0,234187.0,248412.0,110919.0,159460.0,199966.0,177140.0,69526.0,241223.0,160803.0,60327.0,190974.0,80009.0,153070.0,73028.0,222189.0,218519.0,114131.0,125913.0
Hsa-Mir-27-P1_5p*,45.0,63.0,66.0,254.0,349.0,190.0,171.0,250.0,69.0,122.0,40.0,121.0,168.0,146.0,193.0,54.0,135.0,133.0,47.0,90.0,993.0,25.0,86.0,75.0,101.0,131.0,53.0,41.0,35.0,995.0,67.0,388.0,49.0,127.0,76.0,81.0,65.0
Hsa-Mir-27-P1_5p* chr19 segs:1-30 cds:-:13836481-13836510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P2_3p chr9 segs:1-29 cds:+:95085503-95085531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P2_5p*,162.0,205.0,90.0,280.0,341.0,137.0,369.0,235.0,141.0,202.0,60.0,284.0,428.0,84.0,138.0,258.0,243.0,101.0,128.0,254.0,263.0,169.0,284.0,277.0,255.0,99.0,374.0,180.0,60.0,159.0,67.0,204.0,80.0,181.0,241.0,157.0,123.0
Hsa-Mir-27-P2_5p* chr9 segs:1-31 cds:+:95085461-95085491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p,17260.0,24465.0,10184.0,14487.0,26287.0,14738.0,22080.0,28375.0,8211.0,7770.0,18097.0,30391.0,17617.0,4863.0,11668.0,23856.0,29157.0,10320.0,28281.0,21990.0,23723.0,11553.0,27369.0,15343.0,24591.0,11847.0,23983.0,23825.0,12562.0,29554.0,11086.0,32084.0,18152.0,30501.0,18938.0,15262.0,11318.0
Hsa-Mir-28-P1_3p chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p.SNPA chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p.SNPC chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_5p*,3239.0,3959.0,1574.0,2505.0,2022.0,1194.0,2697.0,3946.0,880.0,1629.0,1112.0,2471.0,5406.0,1112.0,3131.0,7135.0,7382.0,1955.0,2208.0,6337.0,6271.0,1314.0,1950.0,5971.0,5380.0,1023.0,11132.0,4573.0,926.0,4864.0,1358.0,5127.0,1383.0,3850.0,4892.0,3035.0,3999.0
Hsa-Mir-28-P1_5p* chr3 segs:1-30 cds:+:188688792-188688821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P2_3p,19042.0,59242.0,10343.0,16636.0,35398.0,30836.0,25709.0,28181.0,29335.0,10783.0,10030.0,19586.0,24333.0,45238.0,14413.0,16906.0,16664.0,8446.0,17250.0,16329.0,15202.0,8711.0,15788.0,6791.0,9419.0,7464.0,9824.0,18704.0,11053.0,22109.0,12726.0,18518.0,13411.0,18245.0,12666.0,8987.0,8446.0
Hsa-Mir-28-P2_3p chr8 segs:1-30 cds:-:140732580-140732609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P2_5p,10766.0,46777.0,7157.0,10743.0,9808.0,15378.0,20037.0,18613.0,20186.0,6981.0,4613.0,8751.0,20183.0,20305.0,8856.0,19559.0,23391.0,6114.0,4748.0,11492.0,18122.0,2480.0,3750.0,11472.0,7004.0,2149.0,12222.0,11739.0,6150.0,17649.0,6584.0,13434.0,7871.0,12148.0,19021.0,6665.0,12979.0
Hsa-Mir-28-P2_5p chr8 segs:1-30 cds:-:140732616-140732645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P3_3p*,153.0,115.0,65.0,152.0,491.0,55.0,141.0,193.0,2118.0,290.0,12.0,46.0,329.0,7.0,64.0,42.0,92.0,10.0,51.0,33.0,17.0,33.0,59.0,24.0,31.0,12.0,42.0,12.0,4.0,18.0,8.0,31.0,7.0,10.0,47.0,16.0,26.0
Hsa-Mir-28-P3_3p* chr11 segs:1-31 cds:-:79402025-79402055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P3_5p,285.0,239.0,192.0,397.0,508.0,100.0,276.0,172.0,4080.0,376.0,30.0,39.0,372.0,6.0,72.0,94.0,162.0,30.0,40.0,63.0,20.0,33.0,23.0,46.0,59.0,17.0,60.0,74.0,16.0,27.0,30.0,20.0,31.0,9.0,119.0,33.0,75.0
Hsa-Mir-28-P3_5p chr11 segs:1-31 cds:-:79402071-79402101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1a_3p,9375.0,13164.0,3995.0,11207.0,14895.0,4207.0,3854.0,8373.0,1984.0,9158.0,5029.0,13410.0,59671.0,6769.0,14325.0,17436.0,22039.0,4459.0,4995.0,13883.0,18166.0,4554.0,3073.0,7439.0,5610.0,3487.0,12115.0,10212.0,1973.0,8345.0,3334.0,5463.0,4252.0,8304.0,15989.0,6883.0,12677.0
