miRNA,M6_2,M7,M9,MN1,MN12_1,MN12_2,MN15,MN16,MN18,MN19,MN21,MN28,MN32,MN34,MN5,MN6,P1,P10,P12,P13,P14,P15_1,P15_2,P16,P18,P19,P20,P22,P23,P24,P25,P26,P27,P28,P29
Hsa-Mir-33-P1_5p,224.0,155.0,100.0,111.0,56.0,57.0,41.0,43.0,84.0,39.0,74.0,58.0,90.0,29.0,69.0,34.0,222.0,183.0,165.0,109.0,113.0,85.0,30.0,43.0,63.0,286.0,92.0,84.0,150.0,209.0,103.0,86.0,300.0,80.0,55.0
Hsa-Mir-33-P1_5p chr22 segs:1-29 cds:+:41900947-41900975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_3p,14.0,0.0,3.0,7.0,14.0,6.0,14.0,4.0,18.0,22.0,28.0,56.0,5.0,48.0,50.0,5.0,15.0,50.0,19.0,10.0,21.0,25.0,7.0,0.0,7.0,14.0,10.0,0.0,12.0,9.0,11.0,14.0,10.0,8.0,0.0
Hsa-Mir-33-P2_3p chr17 segs:1-29 cds:-:17813852-17813880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_5p*,88.0,132.0,71.0,314.0,306.0,81.0,203.0,79.0,216.0,311.0,612.0,757.0,105.0,319.0,263.0,237.0,281.0,236.0,113.0,167.0,154.0,168.0,24.0,64.0,118.0,276.0,24.0,103.0,212.0,490.0,107.0,97.0,206.0,75.0,92.0
Hsa-Mir-33-P2_5p* chr17 segs:1-29 cds:-:17813890-17813918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_3p chr19 segs:1-32 cds:-:45639001-45639032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_5p* chr19 segs:1-31 cds:-:45639042-45639072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_3p chr19 segs:1-33 cds:-:45639001-45639033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_5p* chr19 segs:1-32 cds:-:45639041-45639072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330_3p,51.0,16.0,9.0,31.0,18.0,25.0,0.0,16.0,15.0,25.0,10.0,7.0,40.0,17.0,33.0,4.0,65.0,45.0,19.0,30.0,58.0,44.0,11.0,19.0,7.0,51.0,6.0,12.0,64.0,64.0,41.0,49.0,48.0,36.0,38.0
Hsa-Mir-330_5p*,232.0,114.0,53.0,142.0,43.0,51.0,29.0,43.0,28.0,60.0,49.0,50.0,72.0,38.0,50.0,28.0,357.0,141.0,65.0,60.0,205.0,184.0,49.0,30.0,73.0,188.0,75.0,83.0,127.0,299.0,106.0,127.0,182.0,95.0,78.0
Hsa-Mir-331_3p,770.0,429.0,162.0,583.0,634.0,433.0,235.0,634.0,272.0,540.0,255.0,448.0,328.0,175.0,307.0,101.0,1003.0,195.0,296.0,308.0,256.0,198.0,51.0,268.0,287.0,412.0,894.0,245.0,643.0,356.0,354.0,883.0,592.0,919.0,144.0
Hsa-Mir-331_3p chr12 segs:1-29 cds:+:95308478-95308506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-331_5p*,40.0,20.0,14.0,46.0,30.0,18.0,21.0,22.0,32.0,24.0,54.0,31.0,16.0,36.0,22.0,34.0,40.0,51.0,15.0,27.0,22.0,14.0,6.0,7.0,9.0,20.0,24.0,21.0,32.0,57.0,38.0,29.0,49.0,20.0,18.0
Hsa-Mir-331_5p* chr12 segs:1-30 cds:+:95308443-95308472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-335_3p*,6001.0,768.0,1099.0,1075.0,1023.0,615.0,399.0,1991.0,778.0,691.0,929.0,588.0,526.0,448.0,788.0,269.0,3954.0,11899.0,1343.0,2462.0,3332.0,1821.0,418.0,635.0,1286.0,4182.0,1328.0,1947.0,3517.0,6955.0,2852.0,4514.0,5072.0,1901.0,3934.0
Hsa-Mir-335_3p* chr7 segs:1-30 cds:+:130496160-130496189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-335_5p,1130.0,289.0,433.0,1816.0,657.0,630.0,618.0,1275.0,728.0,613.0,803.0,555.0,1323.0,1035.0,973.0,320.0,464.0,978.0,261.0,631.0,347.0,189.0,138.0,261.0,232.0,855.0,184.0,409.0,853.0,1856.0,787.0,454.0,1627.0,619.0,766.0
Hsa-Mir-335_5p chr7 segs:1-30 cds:+:130496124-130496153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Hsa-Mir-337-as_3p chr14 segs:1-30 cds:-:100874507-100874536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Hsa-Mir-337-as_5p chr14 segs:1-31 cds:-:100874544-100874574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_3p chr14 segs:1-29 cds:+:100874552-100874580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_5p* chr14 segs:1-28 cds:+:100874513-100874540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v2_3p chr14 segs:1-30 cds:+:100874551-100874580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v2_5p* chr14 segs:1-29 cds:+:100874513-100874541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337_3p,47.0,28.0,24.0,12.0,56.0,9.0,22.0,44.0,14.0,24.0,19.0,32.0,5.0,17.0,55.0,13.0,29.0,24.0,2.0,16.0,25.0,46.0,8.0,37.0,31.0,14.0,33.0,26.0,79.0,11.0,28.0,21.0,44.0,38.0,21.0
Hsa-Mir-337_5p*,21.0,7.0,13.0,6.0,24.0,0.0,8.0,18.0,5.0,12.0,4.0,16.0,2.0,9.0,14.0,4.0,15.0,25.0,7.0,9.0,5.0,45.0,15.0,25.0,9.0,10.0,6.0,5.0,26.0,12.0,22.0,14.0,33.0,12.0,18.0
Hsa-Mir-338-P1-as_3p,17.0,73.0,0.0,221.0,50.0,176.0,12.0,11.0,29.0,36.0,19.0,58.0,179.0,11.0,6.0,10.0,24.0,17.0,0.0,11.0,30.0,22.0,0.0,4.0,19.0,14.0,9.0,11.0,38.0,40.0,11.0,67.0,12.0,16.0,12.0
Hsa-Mir-338-P1-as_3p chr17 segs:1-31 cds:+:81125924-81125954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1-as_5p,25.0,98.0,26.0,123.0,32.0,85.0,0.0,12.0,23.0,33.0,15.0,27.0,112.0,6.0,7.0,6.0,61.0,0.0,15.0,17.0,38.0,11.0,7.0,10.0,51.0,33.0,0.0,6.0,57.0,49.0,31.0,33.0,32.0,32.0,6.0
Hsa-Mir-338-P1-as_5p chr17 segs:1-33 cds:+:81125884-81125916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_3p,113.0,2369.0,461.0,7464.0,227.0,1133.0,192.0,182.0,214.0,159.0,227.0,178.0,2098.0,163.0,444.0,144.0,168.0,96.0,138.0,935.0,230.0,252.0,76.0,98.0,164.0,465.0,121.0,470.0,1441.0,1640.0,140.0,234.0,2681.0,781.0,260.0
Hsa-Mir-338-P1_3p chr17 segs:1-31 cds:-:81125880-81125910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_5p*,24.0,75.0,52.0,223.0,21.0,84.0,10.0,16.0,12.0,20.0,11.0,18.0,145.0,14.0,28.0,11.0,18.0,12.0,12.0,51.0,20.0,22.0,6.0,6.0,31.0,7.0,22.0,36.0,74.0,51.0,10.0,25.0,139.0,49.0,17.0
Hsa-Mir-338-P1_5p* chr17 segs:1-29 cds:-:81125918-81125946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p,762.0,430.0,301.0,566.0,362.0,339.0,184.0,480.0,234.0,402.0,284.0,381.0,474.0,320.0,311.0,120.0,896.0,2218.0,619.0,715.0,572.0,331.0,227.0,180.0,146.0,394.0,222.0,483.0,744.0,503.0,607.0,446.0,612.0,440.0,685.0
Hsa-Mir-339_3p chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p.SNPA chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p.SNPC chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p,483.0,149.0,225.0,250.0,115.0,115.0,74.0,110.0,84.0,116.0,71.0,81.0,193.0,82.0,91.0,53.0,481.0,900.0,327.0,458.0,394.0,169.0,102.0,127.0,144.0,290.0,109.0,232.0,458.0,425.0,508.0,255.0,415.0,278.0,371.0
Hsa-Mir-339_5p chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPA chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPB chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPC chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_3p*,17.0,5.0,4.0,19.0,7.0,7.0,4.0,12.0,0.0,8.0,4.0,4.0,7.0,0.0,7.0,0.0,26.0,16.0,14.0,4.0,5.0,3.0,0.0,4.0,7.0,11.0,4.0,6.0,5.0,8.0,9.0,4.0,21.0,16.0,4.0
Hsa-Mir-34-P1_3p* chr1 segs:1-30 cds:-:9151686-9151715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_5p,1033.0,762.0,252.0,1459.0,1735.0,989.0,356.0,904.0,787.0,1239.0,864.0,1643.0,875.0,779.0,606.0,243.0,2351.0,3494.0,1176.0,356.0,715.0,913.0,557.0,474.0,255.0,1290.0,864.0,869.0,1290.0,1541.0,2425.0,2680.0,3175.0,1486.0,672.0
Hsa-Mir-34-P1_5p chr1 segs:1-30 cds:-:9151729-9151758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_3p*,2.0,4.0,0.0,2.0,0.0,297.0,0.0,397.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,3.0
Hsa-Mir-34-P2a_3p* chr11 segs:1-30 cds:+:111512986-111513015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_5p,17.0,17.0,8.0,11.0,5.0,2394.0,0.0,1737.0,0.0,2.0,2.0,0.0,47.0,4.0,2.0,0.0,9.0,9.0,6.0,6.0,18.0,7.0,5.0,0.0,9.0,11.0,38.0,26.0,38.0,15.0,9.0,17.0,6.0,36.0,4.0
Hsa-Mir-34-P2a_5p chr11 segs:1-31 cds:+:111512949-111512979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2b_3p*,0.0,8.0,0.0,4.0,0.0,159.0,0.0,155.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,4.0,6.0,0.0,2.0,4.0,0.0,5.0,4.0
Hsa-Mir-34-P2b_3p* chr11 segs:1-30 cds:+:111513482-111513511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2b_5p,83.0,182.0,31.0,103.0,20.0,11366.0,11.0,9758.0,10.0,12.0,7.0,4.0,728.0,28.0,9.0,5.0,137.0,73.0,61.0,25.0,99.0,65.0,41.0,37.0,37.0,46.0,112.0,102.0,168.0,226.0,148.0,40.0,69.0,257.0,31.0
Hsa-Mir-34-P2b_5p chr11 segs:1-31 cds:+:111513449-111513479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_3p* chr5 segs:1-30 cds:-:55170540-55170569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_5p,0.0,0.0,0.0,11.0,6.0,327.0,0.0,199.0,0.0,0.0,0.0,0.0,68.0,3.0,4.0,0.0,265.0,10.0,16.0,0.0,13.0,0.0,9.0,3.0,10.0,5.0,0.0,5.0,8.0,5.0,6.0,0.0,3.0,0.0,4.0
Hsa-Mir-34-P3a_5p chr5 segs:1-30 cds:-:55170580-55170609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p* chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*.SNPA chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*.SNPB chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*.SNPC chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_5p,0.0,0.0,5.0,0.0,0.0,112.0,0.0,83.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_5p chr5 segs:1-34 cds:-:55170696-55170729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p* chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*.SNPA chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*.SNPB chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*.SNPC chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p,0.0,0.0,0.0,6.0,6.0,188.0,0.0,60.0,5.0,6.0,0.0,0.0,59.0,4.0,5.0,0.0,172.0,0.0,6.0,0.0,8.0,12.0,0.0,0.0,7.0,2.0,2.0,2.0,9.0,3.0,0.0,7.0,3.0,3.0,3.0
Hsa-Mir-34-P3c_5p chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p.SNPA chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p.SNPB chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p.SNPC chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-340_3p*,52.0,52.0,16.0,110.0,78.0,34.0,81.0,29.0,125.0,93.0,104.0,190.0,41.0,102.0,140.0,65.0,49.0,46.0,30.0,20.0,29.0,35.0,17.0,5.0,7.0,46.0,14.0,34.0,54.0,30.0,64.0,21.0,54.0,18.0,54.0
