miRNA,115N_RPI22_CGTACG_S50_L006_R1_001,115T_RPI33_CAGGCG_S49_L006_R1_001,138N3_RPI23_GAGTGG_S52_L006_R1_001,154N3_RPI24_GGTAGC_S54_L006_R1_001,189b_RPI36_CCAACA_S53_L006_R1_001,COMET-0003M1-1_RPI25_ACTGAT_S31_L006_R1_001,COMET-0003NLi1_RPI13_AGTCAA_S32_L006_R1_001,COMET-0011M1-1_RPI26_ATGAGC_S33_L006_R1_001,COMET-0011NLi_RPI14_AGTTCC_S34_L006_R1_001,COMET-0014M1-1_RPI27_ATTCCT_S35_L006_R1_001,COMET-0014NLi1_RPI15_ATGTCA_S36_L006_R1_001,COMET-0016M1-1_RPI28_CAAAAG_S37_L006_R1_001,COMET-0016NLi1_RPI16_CCGTCC_S38_L006_R1_001,COMET-0026M1-1_RPI29_CAACTA_S39_L006_R1_001,COMET-0026NLi1_RPI17_GTAGAG_S40_L006_R1_001,COMET-0027M3-1_RPI30_CACCGG_S41_L006_R1_001,COMET-0027NLi1_RPI18_GTCCGC_S42_L006_R1_001,COMET-0028M1-1_RPI31_CACGAT_S43_L006_R1_001,COMET-0028NLi1_RPI19_GTGAAA_S44_L006_R1_001,COMET-0035M1-1_RPI32_CACTCA_S45_L006_R1_001,COMET-0035NLi1_RPI20_GTGGCC_S46_L006_R1_001,COMET-0059M1-1_RPI34_CATGGC_S47_L006_R1_001,COMET-0059NLi1_RPI21_GTTTCG_S48_L006_R1_001,GCF0196-0001Me_RPI1__ATCACG__S1_R1_001,GCF0196-0002Me_RPI2__CGATGT__S4_R1_001,GCF0196-0004Me_RPI6__GCCAAT__S16_R1_001,GCF0196-000PC1_RPI18__GTCCGC__S6_R1_001,GCF0196-000PC4_RPI19__GTGAAA__S9_R1_001,GCF0196-001NLU_RPI8__ACTTGA__S22_R1_001,GCF0196-0020Me_RPI7__CAGATC__S19_R1_001,GCF0196-0029Me_RPI3__TTAGGC__S7_R1_001,GCF0196-002NLU_RPI9__GATCAG__S2_R1_001,GCF0196-004NLU_RPI13__AGTCAA__S14_R1_001,GCF0196-0056Me_RPI4__TGACCA__S10_R1_001,GCF0196-00PC83_RPI15__ATGTCA__S20_R1_001,GCF0196-020NLU_RPI14__AGTTCC__S17_R1_001,GCF0196-029NLU_RPI10__TAGCTT__S5_R1_001,GCF0196-056NLU_RPI11__GGCTAC__S8_R1_001,GCF0196-0701Me_RPI5__ACAGTG__S13_R1_001,GCF0196-0PC031_RPI20__GTGGCC__S12_R1_001,GCF0196-0PC084_RPI21__GTTTCG__S15_R1_001,GCF0196-0PC095_RPI22__CGTACG__S18_R1_001,GCF0196-0PC104_RPI16__CCGTCC__S23_R1_001,GCF0196-0PC137_RPI24__GGTAGC__S24_R1_001,GCF0196-0PC146_RPI17__GTAGAG__S3_R1_001,GCF0196-701NLU_RPI12__CTTGTA__S11_R1_001,GCF0196-PCB752_RPI23__GAGTGG__S21_R1_001,LARC-EX_138T_RPI35_CATTTT_S51_L006_R1_001
Hsa-Mir-3146_5p* chr7 segs:1-30 cds:-:19705400-19705429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3173_3p*,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3173_3p* chr14 segs:1-30 cds:-:95137916-95137945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3173_5p,10.0,0.0,7.0,10.0,5.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,9.0,7.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,4.0,2.0,0.0,5.0,2.0,6.0,0.0,0.0,4.0,0.0,4.0,10.0,0.0,3.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0
Hsa-Mir-3173_5p chr14 segs:1-31 cds:-:95137954-95137984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3174_3p*,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3174_3p* chr15 segs:1-30 cds:+:90006810-90006839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3174_5p,0.0,0.0,45.0,0.0,6.0,51.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,7.0,94.0,0.0,0.0,69.0,71.0,100.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,49.0,0.0,0.0
Hsa-Mir-3174_5p chr15 segs:1-31 cds:+:90006762-90006792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_3p chr16 segs:1-30 cds:+:16309934-16309963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_3p/P2_3p/P3_3p,0.0,239.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
Hsa-Mir-3180-P1_5p*,0.0,58.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_5p* chr16 segs:1-30 cds:+:16309890-16309919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_5p/P2_5p/P3_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_3p chr16 segs:1-30 cds:+:14911279-14911308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_5p*,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_5p* chr16 segs:1-30 cds:+:14911235-14911264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_3p chr16 segs:1-30 cds:-:18402183-18402212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_5p*,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_5p* chr16 segs:1-30 cds:-:18402227-18402256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_3p,0.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0
Hsa-Mir-3187_3p chr19 segs:1-31 cds:+:813625-813655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_5p* chr19 segs:1-31 cds:+:813588-813618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_3p*,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_3p* chr20 segs:1-30 cds:-:51452906-51452935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_5p,4.0,13.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,9.0,0.0,21.0,0.0,11.0,0.0,33.0,0.0,11.0,4.0,17.0,0.0,16.0,15.0,0.0,9.0,19.0,7.0,4.0,4.0,3.0,9.0,9.0,12.0,5.0,6.0,3.0,4.0,8.0,0.0,0.0
Hsa-Mir-3194_5p chr20 segs:1-30 cds:-:51452941-51452970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-31_3p*,0.0,16.0,0.0,0.0,25.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0,17.0,0.0,35.0,118.0,0.0,300.0,5.0,0.0,12.0,161.0,113.0,0.0,5.0,0.0,9.0,19.0,45.0,48.0,36.0,3.0,330.0,6.0,0.0,2.0
Hsa-Mir-31_3p* chr9 segs:1-31 cds:-:21512114-21512144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-31_5p,17.0,693.0,28.0,23.0,3294.0,2247.0,29.0,33.0,12.0,16.0,5.0,20.0,12.0,326.0,0.0,1224.0,0.0,766.0,4.0,466.0,10.0,70.0,29.0,595.0,1479.0,66.0,3050.0,10970.0,15.0,19767.0,236.0,64.0,900.0,6534.0,11089.0,341.0,384.0,89.0,292.0,1813.0,3870.0,4502.0,3205.0,225.0,35462.0,186.0,308.0,128.0
Hsa-Mir-31_5p chr9 segs:1-31 cds:-:21512150-21512180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3200_3p,11.0,32.0,8.0,16.0,15.0,32.0,0.0,3.0,0.0,8.0,4.0,5.0,0.0,83.0,0.0,57.0,0.0,18.0,4.0,89.0,3.0,12.0,0.0,198.0,25.0,29.0,11.0,71.0,2.0,31.0,37.0,5.0,38.0,34.0,108.0,29.0,23.0,39.0,21.0,27.0,32.0,32.0,32.0,10.0,42.0,22.0,8.0,30.0
Hsa-Mir-3200_3p chr22 segs:1-31 cds:+:30731608-30731638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3200_5p*,11.0,41.0,24.0,0.0,18.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,44.0,0.0,9.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,20.0,5.0,5.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Hsa-Mir-3200_5p* chr22 segs:1-31 cds:+:30731567-30731597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-324_3p*,126.0,91.0,137.0,163.0,81.0,175.0,52.0,23.0,55.0,48.0,8.0,45.0,0.0,95.0,0.0,152.0,11.0,119.0,18.0,111.0,45.0,113.0,30.0,394.0,84.0,137.0,105.0,212.0,45.0,177.0,153.0,74.0,340.0,175.0,329.0,192.0,205.0,266.0,243.0,145.0,97.0,116.0,88.0,122.0,130.0,186.0,94.0,77.0
Hsa-Mir-324_3p* chr17 segs:1-30 cds:-:7223302-7223331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-324_5p,235.0,275.0,339.0,317.0,221.0,811.0,50.0,54.0,116.0,148.0,12.0,45.0,16.0,323.0,8.0,323.0,28.0,256.0,16.0,388.0,57.0,253.0,58.0,1736.0,177.0,410.0,250.0,417.0,70.0,330.0,481.0,155.0,890.0,463.0,945.0,598.0,613.0,636.0,660.0,325.0,291.0,297.0,165.0,374.0,384.0,699.0,156.0,220.0
Hsa-Mir-324_5p chr17 segs:1-31 cds:-:7223336-7223366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-325_3p chrX segs:1-30 cds:-:77005421-77005450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-325_5p* chrX segs:1-30 cds:-:77005459-77005488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_3p,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_3p chr11 segs:1-28 cds:-:75335102-75335129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Hsa-Mir-326_5p* chr11 segs:1-32 cds:-:75335138-75335169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-328_3p,189.0,61.0,169.0,515.0,133.0,374.0,260.0,185.0,163.0,129.0,147.0,64.0,152.0,197.0,81.0,246.0,106.0,168.0,97.0,156.0,65.0,78.0,83.0,189.0,80.0,68.0,229.0,201.0,316.0,114.0,195.0,416.0,545.0,283.0,501.0,513.0,594.0,478.0,232.0,142.0,259.0,168.0,183.0,127.0,115.0,340.0,123.0,72.0
Hsa-Mir-328_3p chr16 segs:1-30 cds:-:67202321-67202350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-328_5p*,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-328_5p* chr16 segs:1-30 cds:-:67202361-67202390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-32_3p*,24.0,44.0,11.0,19.0,21.0,84.0,2.0,23.0,23.0,2.0,5.0,6.0,8.0,28.0,4.0,29.0,7.0,23.0,9.0,47.0,12.0,43.0,13.0,11.0,24.0,62.0,18.0,50.0,0.0,44.0,72.0,3.0,81.0,46.0,79.0,66.0,72.0,74.0,79.0,86.0,38.0,36.0,49.0,16.0,33.0,59.0,45.0,25.0
Hsa-Mir-32_3p* chr9 segs:1-29 cds:-:109046226-109046254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-32_5p,77.0,291.0,85.0,181.0,178.0,1012.0,39.0,178.0,229.0,37.0,11.0,29.0,61.0,318.0,37.0,454.0,37.0,239.0,72.0,576.0,216.0,476.0,101.0,60.0,118.0,298.0,155.0,698.0,18.0,539.0,589.0,31.0,1294.0,555.0,909.0,1142.0,768.0,972.0,1009.0,423.0,306.0,415.0,269.0,183.0,460.0,713.0,266.0,122.0
Hsa-Mir-32_5p chr9 segs:1-30 cds:-:109046266-109046295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P1_3p*,6.0,17.0,28.0,32.0,26.0,80.0,10.0,3.0,37.0,0.0,5.0,8.0,0.0,15.0,2.0,39.0,0.0,10.0,7.0,32.0,26.0,28.0,9.0,6.0,28.0,31.0,0.0,15.0,0.0,32.0,59.0,7.0,64.0,38.0,32.0,50.0,48.0,57.0,83.0,17.0,16.0,22.0,28.0,19.0,27.0,80.0,25.0,22.0
Hsa-Mir-33-P1_3p* chr22 segs:1-29 cds:+:41900987-41901015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
